Text,Label,Text_lemmatized,Text_nostopwords,Text_lemmatized_nostopwords,Text_stemmed,Text_nostopwords_stemmed
They Are Sleuths Who Weigh Prose,Sci/Tech,They be sleuths who weigh prose.,Sleuths Weigh Prose,sleuths weigh prose.,sleuths weigh prose,sleuths weigh prose
PeopleSoft''s Chief Executive Rallies His Troops Vs. Oracle (Investor''s Business Daily),Sci/Tech,people soft chief executive rally troops vs oracle (investors business daily),PeopleSoft Chief Executive Rallies Troops Vs. Oracle Investor's Business Daily,people soft chief executive rally troops vs oracle investors business daily,peoplesoft chief executive rally troops vs oracle (investors business daily),peoplesoft chief executive rally troops vs oracle investors business daily
Sony tries to win back flat-panel TV market,Sci/Tech,Sony tries to win back flat-panel TV market.,Sony tries win back flat-panel TV market.,Sony tries win back flat-panel TV market.,Sony tries to win back flat-panel TV market.,Sony tries win back flat-panel TV market.
AT amp;T upgrades Net security tools,Sci/Tech,"""and and upgrade security tools""",AT amp;T upgrades Net security tools,upgrade security tools,amp;T upgrades net security tools,amp;T upgrades net security tools
Ready for Liftoff,Sci/Tech,ready for liftoff,Ready Liftoff,liftoff,ready liftoff,liftoff
Tax-fight veterans see hurdles for Bush,Business,tax fight veteran see hurdle for bush,'Tax-fight veterans see hurdles for Bush',tax veteran see hurdle bush,taxfight veterans see hurdles for bush,taxfight veterans see hurdles for bush
Lycos Europe denies attack on zombie army,Sci/Tech,Lycos Europe deny attack on zombie army.,Lycos Europe denies attack zombie army,Lycos Europe deny attack zombie army.,Lycos Europe deny attack zombie army,Lycos Europe deny attack zombie army
 #39;Critical #39; XP SP2 Update Fixes Windows Firewall Bug,Sci/Tech,"""Critical XP SP2 Update Fixes Windows Firewall Bug""",Critical XP SP2 Update Fixes Windows Firewall Bug,XP SP2 Update Fixes Windows Firewall Bug,critical xp sp2 update fixes windows firewall bug,critical xp sp2 update fixes windows firewall bug
Cell to Drive PS3,Sci/Tech,drive PS3 cell,Cell to Drive PS3,PS3 cell drive,cell drive ps3,cell drive ps3
A Patent Strain on Innovation,Sci/Tech,a patent strain on innovation,A Patent Strain on Innovation,patent strain innovation,patent strain innovate,patent strain innovate
U.S. Firmly Anti-Kyoto as U.N. Climate Talks Start (Reuters),Sci/Tech,u.s. firmly anti-kyoto as u.n. climate talks start (reuters),U.S. firmly anti-Kyoto as U.N. climate talks start (Reuters),u.s. firmly anti-kyoto as u.n. climate talks start reuters,us firm anti-kyoto as un climate talks start (reuters),firmly anti-Kyoto as U.N. climate talks start (Reuters)
Faulty Sensors May Explain Capsule Crash,Sci/Tech,'Faulty sensor may explain capsule crash',Faulty Sensors May Explain Capsule Crash,sensor capsule crash may explain Faulty,faulty sensers may expla capsule crash,faulty sensers may expla capsule crash
IBM Unwraps Middle Tier i5 Server,Sci/Tech,IBM Unwraps Middle Tier i5 Server,IBM Unwraps Middle Tier i5 Server,IBM Unwraps Middle Tier i5 Server,ibm unwraps middle tier i5 server,ibm unwraps middle tier i5 server
Giants to Offer Wi-Fi Instant Replays (AP),Sci/Tech,giants offer wi-fi instant replays,Giants Wi-Fi Instant Replays (AP),giants wi-fi instant replays,giants offer wifi instant replays,giants wifi instant replays (ap)
Update 4: Two Firms Cleared of Swapping Violations,Sci/Tech,Update 4: Two Firms Cleared of Swapping Violations,Update 4: Two Firms Cleared of Swapping Violations,Update 4: Two Firms Cleared of Swapping Violations,update 4: two firm cleared of swapping violation,update 4: two firm cleared of swapping violation
Motive aims to head off system glitches,Sci/Tech,aim to head off system glitch,Motive aims head off system glitches,head off system glitch,motive aim head off system glitch,motive aim off system glitch
Cingular Confirms Job Cuts,Business,'confirm job cut',Cingular Confirms Job Cuts,confirm job cut,cingular confirms job cuts,cingular confirms job cuts
US Files Suit Against Alleged  quot;Spyware quot; Distributor,Sci/Tech,"'US file suit against alleged ""spyware"" distributor'",US Files Suit Against Alleged Spyware Distributor,"US file suit against alleged ""spyware"" distributor",us files suit against alleged spyware distributor,us files suit against alleged spyware distributor
Sun to tout Wall Street wins in September,Sci/Tech,Sun tout Wall Street wins in September.,Sun tout Wall Street wins September,Sun Wall Street wins September.,sunt tout Wall Street wins in September,Sun Wall Street wins September
Thai Scientists Begin Probe in Big Orangutan Case (Reuters),Sci/Tech,Thai Scientists Begin Probe in Big Orangutan Case (Reuters),Thai Scientists Begin Probe in Big Orangutan Case (Reuters),Thai Scientists Begin Probe in Big Orangutan Case (Reuters),thai scienc begin probe in big orangutan cas (reuters),thai scienc begin probe in big orangutan cas (reuters)
Drier Times Ahead in the West?,Sci/Tech,drier times ahead in the west?,Drier Times Ahead in the West?,drier times ahead west?,drier times ahead in the west,drier times ahead in the west
Science sidelined,Sci/Tech,science be sidelined,Science sidelined,science sidelined,science sidelin,science sidelin
"2,500-Year-Old Pomegranate Found in Greece",Sci/Tech,pomegranate found in Greece,"'2,500-Year-Old Pomegranate Found Greece'",Greece pomegranate,pomegranate found in grece,2500yearoldpomegranatefoundgreek
"HP sinks utility project, lays off some workers",Sci/Tech,"sinks utility project, lay off some workers","HP sinks utility project, lays off some workers","sinks utility project, lay off some workers","hp sink utility proj, lay off some workerr","hp sink utility proj, lay off some workerr"
MIKE WENDLAND: Messaging update is mostly good news,Sci/Tech,'Mike Wendland: message update be mostly good news',WENDLAND: MESSAGING UPDATE IS GOOD NEWS.,Wendland: update mostly good news,mike wendland: messag message update is mostly good news,Wendland: Messaging update is good news.
Geneticists rewire muscles to create a  #39;marathon mouse #39;,Sci/Tech,geneticists rewire muscles to create a'marathon mouse',Geneticists rewire muscles to create marathon mouse.,geneticists rewire muscles to create a marathon mouse.,geneticists rewires muscles to create a marathon mouse,geneticists rewire muscles to create marathon mouse.
IBM and Intel to open up blade specifications,Sci/Tech,IBM and Intel to open up blade specifications.,IBM Intel open blade specifications,IBM Intel open blade specifications.,ibm and intel to open up blade specifi,ibm intel open blade spec
Update 1: Andrx Misses Forecast on Drug Delays,Business,Update 1: Andrx Misses Forecast on Drug Delays.,Andrx Misses Forecast on Drug Delays,Andrx Misses Forecast on Drug Delays.,update 1: andrx miss forecast drug delays,andrx miss forecast drug delays
Spam the spammers: Lycos,Sci/Tech,the spammers: Lycos,Lycos Spam spammers,spammers: Lycos,spam spammers: lycos,spam spammers
"A new, more sneaky phishing attack",Sci/Tech,"a new, more sneak attack",new more sneaky phishing attack,new sneak attack,new sneak phish attack,new more sneaky phish attack
Apple disables iTunes plug-in,Sci/Tech,'Apple disable iTunes plug-in',Apple disables iTunes plug-in,Apple disable iTunes plug-in,appl disabl itunes plug-in,appl disabl itunes plug-in
IBM jumps into Liberty Alliance,Sci/Tech,IBM jump into Liberty Alliance.,IBM Liberty Alliance,IBM Liberty Alliance,ibm jumps into liberty alliance,ibm liberty alliance
Brazil Successfully Launches First Rocket Into Space,Sci/Tech,Brazil Successfully Launches First Rocket Into Space.,Brazil Successfully Launches First Rocket Into Space,Brazil Successfully Launches First Rocket Into Space.,brazil successfully launch first rocket into space,brazil successfully launch first rocket into space
EBay''s China Site to Join Worldwide Network (Reuters),Sci/Tech,ebay's china site to join worldwide network (reuters),EBay''s China Site to Join Worldwide Network (Reuters),ebay's china site join worldwide network (reuters),ebay's china site to join worldwide network (reuters),ebay's china site to join worldwide network (reuters)
"World Follows U.S. Race by Internet, TV (AP)",Sci/Tech,"world follow us race by internet, tv (ap)",World Follows U.S. Race Internet TV AP,world follow us race by internet tv (ap),world follow us race by internet tv,world follow us race internet tv ap
Many Users Are Unfazed by Scaled-Back Longhorn Plan,Sci/Tech,many users be unfazed by scaled-back longhorn plan,Many Users Unfazed Scaled-Back Longhorn Plan,'users unfazed scaled-back longhorn plan',many users are unfazed by scaled-back longhorn plan,many users unfazed scaled-back longhorn plan
Cities try last-minute grab for Net phone taxes,Sci/Tech,cities try last-minute grab for net phone taxes,Cities try last-minute grab for Net phone taxes,cities try last-minute grab net phone taxes,cities try last-minute grab for net phone taxes,cities try last-minute grab for net phone taxes
Adobe releases hobbyist Photoshop package,Sci/Tech,Adobe release hobbyist Photoshop package.,Adobe Photoshop hobbyist package releases,Adobe Photoshop hobbyist package release.,Adobe releases hobbyist Photoshop package.,photoshop hobbyist release
Oil jumps as Bush nears victory,Business,oil jump as bush near victory.,Oil jumps Bush nears victory,oil jump bush victory.,oil jump as bush nears victory,oil jump bush nears victory
US Seeks Jail for Man in Advance-Fee Stocks Scam (Reuters),Sci/Tech,seeks jail for man in advance-fee stocks scam (Reuters),US Seeks Jail Man Advance-Fee Stocks Scam Reuters,seeks jail man advance-fee stocks scam Reuters,seeks jail man advance-fee stocks scam (reuters),seeks jail man advance-fee stocks scam Reuters
Tree Farmers Are Objecting To New Rules On Forestland Changes &lt;b&gt;...&lt;/b&gt;,Sci/Tech,'Tree farmer object to new rule on forestland change',Tree Farmers Are Objecting To New Rules On Forestland Changes &lt;b&gt;...&lt;/b&gt;,'Tree farmer object new rule forestland change',treefarmer are objecting to new rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and,treefarmer are objecting to new rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and rules on forestland changes and
"Cubesats: Tiny Spacecraft, Huge Payoffs (SPACE.com)",Sci/Tech,"cubesats: tiny spacecraft, huge payoffs (space.com)",Cubesats Tiny Spacecraft Huge Payoffs SPACE.com,"cubesats: tiny spacecraft, huge payoffs (space.com)","cubesats: tiny spacecraft, huge payoff (space.com)",cubesats tiny spacecraft huge payoff space.com
Supercomputing Windows skips Itanium 2,Sci/Tech,computing Windows skip Itanium 2,Supercomputing Windows skips Itanium 2,computing Windows skip Itanium 2,supercomputing windows skips itanium 2,supercomputing windows skips itanium 2
Things that scare Sun''s Schwartz,Sci/Tech,'Things that scare Sun's Schwartz',Sun's Schwartz Things scare,Sun's Schwartz things scare,things that scare Sun's Schwartz,suns schwartz thngs scare
Sun Acquiring Outsourcing Vendor SevenSpace,Sci/Tech,Acquiring Outsourcing Vendor SevenSpace,Sun Acquiring Outsourcing Vendor SevenSpace,Acquiring Outsourcing Vendor SevenSpace,Sun Acquiring Outsourcing Vendor SevenSpace,Sun Acquiring Outsourcing Vendor SevenSpace
How Geographic''s New Atlas Reflects a Changed World,Sci/Tech,'How Geographic''s New Atlas Reflects a Changed World',How Geographic New Atlas Reflects Changed World,How Geographic New Atlas Reflects Changed World,geographys new atlas reflect changed world,geographic new atlas reflect changed world
McAfee Launches Managed Mail Security Service,Sci/Tech,McAffi Launches Managed Mail Security Service.,McAfee Launches Managed Mail Security Service,McAffi Launches Managed Mail Security Service.,McAffe Launches Managed Mail Security Service,McAffe Launches Managed Mail Security Service
Verizon  To Buy NextWave Licenses (washingtonpost.com),Sci/Tech,'Verizon to buy NextWave licenses',Verizon To Buy NextWave Licenses (washingtonpost.com),Verizon buy NextWave licenses,verizon  to buy nextwave licenses ,verizon buy nextwave licenses
Adobe and Yahoo! Team to Deliver New Consumer Services,Sci/Tech,Adobe and Yahoo! Team to Deliver New Consumer Services,Adobe Yahoo! Team Deliver New Consumer Services,Adobe Yahoo! Team Deliver New Consumer Services,Adobe Yahoo! Team Deliver New Consumer Services,adobe yahoo team deliver new consumer servicess
Maxim Dives 61 Pct on Drug Trial Result,Business,Maxim dive 61 pct drug trial result.,Maxim Dives 61 Pct on Drug Trial Result,Maxim dive 61 pct drug trial result.,maxim dives 61 pct drug trial result,maxim dives 61 pct drug trial result
"Dell, EMC, Intel and Oracle Line Up on the Grid",Sci/Tech,"Dell, EMC, Intel and Oracle Line Up on the Grid","Dell, EMC, Intel, Oracle Line Up on the Grid","Dell, EMC, Intel, Oracle Line Up on the Grid","dell, emc, intel and oracle line up on the grid","dell, emc, intel, oracle line up on the grid"
It''s do or die time for Sun and Solaris x86,Sci/Tech,do or die time for Sun and Solaris x86,do Sun Solaris x86,Sun Solaris x86,do or die time for sun and solaris x86,sun solaris x86
Denmark Hopes to Claim the North Pole,Sci/Tech,Denmark hope to claim the North Pole.,Denmark Hopes to Claim the North Pole,Denmark hope claim North Pole.,Denmark hope claim North pole.,Denmark hope claim North pole.
"Nokia Posts Drop in 3Q Earnings, Sales (AP)",Sci/Tech,"'Nokia post drop in 3Q earnings, sales'",Nokia Posts Drop in 3Q Earnings Sales AP,Nokia post drop in 3Q earnings sales,"Nokia Post Drop in 3Q Earnings, Sales (AP)",Nokia Post Drop in 3Q Earnings Sales AP
PeopleSoft exec: We pumped up earnings,Sci/Tech,PeopleSoft exec: We pump up earnings.,PeopleSoft exec: We pumped up earnings,PeopleSoft exec: We pump up earnings.,peoplesoft exec: we pumped up earnings,peoplesoft exec: we pumped up earnings
So what is it about Win2k security MS won #39;t enhance?,Sci/Tech,so what be it about Win2k security MS won not enhance?,Win2k security MS won #39;t enhance,Win2k security MS not enhance?,win2k security ms wonnt enhanc,win2k secur winnt enhanc
Siemens to sell mobile phone biz to China - report,Sci/Tech,'Siemens sell mobile phone biz to China - report',Siemens sell mobile phone biz China report,Siemens sell mobile phone biz China report,siemens sell mobile phone biz to china - report,sims sell mobile phone biz china report
Infineon to admit DRAM price fixing,Sci/Tech,Infineon to admit DRAM price fixing.,Infineon admit DRAM price fixing,Infineon admit DRAM price fixing.,Infineon admit DRAM price fix,Infineon admit dram price fix
Pressure mounts on EDS over U.K. government IT system grows,Sci/Tech,pressure mount on EDS over U.K. government IT system grow,Pressure mounts EDS over U.K. government IT system grows,pressure mount EDS U.K. government IT system grow,pressure mount on EDS over U.K. govern IT system grow,pressure mount eds over uk government it system grow
Ford kills ''Everest'' procurement software system,Sci/Tech,ford kill 'everest' procure software system,Ford kills Everest procurement software system,ford kill everest procure software system,ford kills everest procurement software system,ford kills everest procure software system
IBM in pension settlement talks,Business,IBM in pension settlement talks,IBM pension settlement talks,IBM pension settlement talks,IBM in pension settlement talks,IBM pension settlement talks
Pensions chaos as computers fail,Sci/Tech,pensions chaos as computers fail,Pensions chaos computers fail,pensions chaos computers fail,pension chaos as computer fail,pens chaos comp fail
IBM Adds To Its Blade Servers,Sci/Tech,'IBM add to its blade server',IBM Adds To Its Blade Servers,IBM add blade server,ibm adds to its blade servers,ibm adds to its blade servers
Sun to offer new Solaris as  #39;open-source #39; software,Sci/Tech,Sun to offer new Solaris as 'open-source' software.,Sun offer new Solaris as open-source software,Sun offer new Solaris as 'open-source' software.,Sun to offer new Solaris as 'open-source' software.,sun offer new solaris as open-source software
