Text,Label,Text_lemmatized,Text_nostopwords,Text_lemmatized_nostopwords,Text_stemmed,Text_nostopwords_stemmed
"you believe you can say something, provide no proof and its a fact, WRONG @user @user",non irony,"you believe you can say something, provide no proof and it is a fact, wrong @user @user",believe say something proof fact WRONG user user,believe say provide proof fact wrong user user,"you believe you can say something, provide no proof and its a fact, WRONG @user @user",believe say something proof fact wrong user user
@user #Not #Long To Go #Before #MainStream #Media #Pitch. #Surgery #follows #with #me #using #Prototype #demonstrating #real #situation.Phil,non irony,@user #not #long #go #before #mainstream #media #pitch. #surgery #follow #with #me #using #prototype #demonstrate #real #situation.phil,Not Long Go MainStream Media Pitch Surgery follows with me using Prototype demonstrating real situation Phil,@user #surgery #follow #with #me #using #prototype #demonstrate #real #situation,@user #Not #Long To Go #Before #MainStream #Media #Pitch. #Surgery #follows #with #me #using #Prototype #demonstrating #real #situation.Phil,Not Long Go MainStream Media Pitch Surgery follows with me using Prototype demonstrating real situation Phil
@user Re: Jamie Grace has Tourette's? Thanks for sharing. I'm about to research her & post my tribute to this Young lady Gospel singer,non irony,@user Re: Jamie Grace has Tourette’? Thanks for sharing. I'm about to research her & post my tribute to this young lady gospel singer.,user Jamie Grace Tourette Thanks sharing researching post tribute Young lady Gospel singer,user Jamie Grace Tourette Thanks sharing I research her post tribute young lady gospel singer,@user Re: Jamie Grace has Tourette’? Thanks for sharing. I’m about to research her & post my tribute to this Young lady Gospel singer,user Jamie Grace Tourette Thanks sharing researching post tribute Young lady Gospel singer
@user Guess they didn't get the memo reg non-nuclear Baltic sea #sarcasm,irony,@user Guess they didn't get the memo regarding non-nuclear Baltic sea numbers #sarcasm,Guess they got memo reg non-nuclear Baltic sea sarcasm,Guess they did not get memo regarding numbers sarcasm,"@user Guess they didnt get the memo reg non-nuclear Baltic sea #sarcasm
",Guess they got memo reg non-nuclear Baltic sea sarcasm
Exam na jud. Merry christmas. ||#Sarcasm|#KillUsSlowly,irony,exam need be. merry christmas.,Exam jud. Merry christmas. #Sarcasm#KillUsSlowly,exam need be merry christmas,Exam na jud. Merry christmas. ||#Sarcasm|#KillUsSlowly,"Exam jud. Merry christmas. #Sarcasm#KillUsSlowly
"
The definition of #IRONY would be if a 77-year-old rapper went #viral and took #BITCOIN mainstream. Maybe only way #babyboomers will buy in.,irony,The definition of irony would be if a 77-year-old rapper went viral and took bitcoin mainstream. Maybe only way babyboomers will buy in.,definition IRONY would be if 77-year-old rapper went viral and took BITCOIN mainstream. Maybe only way babyboomers will buy in.,definition irony would 77-year-old rapper went viral took bitcoin mainstream. Maybe way babyboomers will buy in.,"The definition of #irony would be if a 77-year-old rapper went viral and took bitcoin mainstream. Maybe only way babyboomers will buy in.
","definition irony would be if 77-year-old rapper went viral and took bitcoin mainstream. maybe only way babyboomers will buy in.
"
Pretty excited about how you gave up on me. File Under: #sarcasm,irony,pretty excited about how you give up on me. file under: sarcasm,excited about gave up on me File Under sarcasm,excited about give up me file sarcasm,Pretty excit proud about how you give up on me. File Under: #sarcasm,"excited about gave up on me File Under sarcasm
"
Who told the #hipsters that #irony was a thing of the Clinton years? Do they not carry history books in used bookstores in #brooklyn ?,irony,who tell the hipsters that irony was a thing of the Clinton years? do they not carry history books in used bookstores in brooklyn,"told history books used bookstores brooklyn
",tell hipsters irony Clinton years do not carry history books used bookstores brooklyn,Who told the hipsters that irony was a thing of the Clinton years? Do they not carry history books in used bookstores in brooklyn?,"told history books used bookstores brooklyn
"
@user u know that. How u doing??,non irony,@user u know that. How u doing?,@user know that How doing,@user know that How doing,"@user u know that. How u doing??
","@user know that how doing
"
@user hmm... let me think about that #sarcasm,irony,@user hmm... let me think about that sarcasm,user hmm think that sarcasm,user hmm think sarcasm,"@user hmm... let me think about that #sarcasm
",user hmm think that sarcasm
"If you wanna look like a badass, have drama on social media #not",irony,"if you want look like badass, have drama on social media #not",wanna look badass drama social media not,you want look badass drama social media not,"If you wanna look like a badass, have drama on social media #not
","wann look badass dram soc med not
"
How dare Charles Barkley have an intelligent conversation about race. #sarcasm #CharlesBarkley,irony,How dare Charles Barkley have an intelligent conversation about race. #sarcasm #CharlesBarkley,Dare Charles Barkley have conversation race sarcasm CharlesBarkley,Dare Charles Barkley have conversation race sarcasm CharlesBarkley,How dare Charles Barkley have an intelligent conversation about race. #sarcasm #CharlesBarkley,"Dare Charles Barkley have conversation race sarcasm CharlesBarkley
"
"@user I think the general rule is, if it's open all night, pull an all-nighter.",non irony,"@user I think the general rule is, if it’s open all night, pull an all-nighter.",user think general rule open night pull all-nighter,user think general rule open night pull nighter,"@user i think the general rule is, if it’s open all night, pull an all-nighter.
",user think general rule open night pull all-nighter
Natalie Prass - Bird of Prey: via @user,non irony,Natalie Prass - Bird of Prey: via user,"Natalie Prass Bird of Prey user
",Natalie Prass Bird Prey user,Natalie Prass - Bird of Prey: via @user,"Natalie Prass Bird Prey user
"
Nooooooooooo again it's on!!! #PickANewSong #CantStandIt,non irony,No again it be on!!! #PickANewSong #CantStandIt,"again it's on
PickANewSong
CantStandIt",again be on,No again its on CantStandIt,"again its on
pickanewsong
cantstandit
"
"Being a hipster now is so mainstream. Oh, the irony. #hipster #irony",irony,being hipster now mainstream. oh irony. #hipster #irony,"hipster mainstream irony 
","hipster mainstream irony 
","Being a hipster now is so mainstream. Oh, the irony. #hipster #irony","hipster mainstream irony
"
@user exactly and we are fighting like animals,non irony,@user exactly and we are fighting like animals,exactly animals fighting,exactly animals fighting,@user exactly and we are fighting like animals,"exactly animals fighting
"
#TeenAnalCasting #Top Top 50 Christian Songs For 2012,non irony,#TeenAnalCasting #Top tops 50 Christian songs for 2012,TeenAnalCasting Top 50 Christian Songs 2012,TeenAnalCasting Top 50 Christian songs for 2012,#TeenAnalCasting #Top Top 50 Christian Songs For 2012,"TeenAnalCasting Top 50 Christian Songs 2012
"
The girls on #SororitySisters thought they'd get rich and famous but instead they be like...,non irony,the girls on sisters thought they’d get rich and famous but instead they be like,girls SororitySisters thought rich famous instead be,girls sisters thought get rich famous instead be,The girls on #SororitySisters thought they'd get rich and famous but instead they be like...,"girls SororitySisters thought rich famous instead be
"
"Speaking of #country #music albums, anyone else think #SundownHeavenTown feels more like a #TimMcGraw album than, say, his previous three?",non irony,"Speaking of country music albums, anyone else think Sundown Heaven Town feels more like a Tim McGraw album than, say, his previous three?","Speaking country music albums, anyone else think SundownHeavenTown feels more like TimMcGraw album than say his previous three","Speaking country music albums, anyone else think Sundown Heaven Town feels more like Tim McGraw album than say, his previous three","Speaking of country music albums, anyone else think SundownHeavenTown feels more like a TimMcGraw album than, say, his previous three?","Speaking country music albums, anyone else think SundownHeavenTown feels more like TimMcGraw album than say his previous three"
#TeenAnalCasting #Sex Sex and the City 2 Movie Casting Auditions NYC Summer 2009,non irony,Sex and the City movie casting auditions nyc summer 2009,Sex City Movie Casting NYC Summer 2009,Sex City movie casting auditions nyc summer,#TeenAnalCasting #Sex Sex and the City 2 Movie Casting Auditions NYC Summer 2009,Sex City Movie Casting NYC Summer 2009
"season 6 episode 3 carries outfit, simple & chic 👌",non irony,"season 6 episode 3 carries outfit, simple & chic 👌
","season 6 episode 3 outfit simple chic 
",season 6 episode 3 outfit simple chic,"season 6 episode 3 carries outfit, simple & chic 👌
",season 6 episode 3 outfit simple chic
Well got the truck buried today perfect way to start a rainy Wednesday work day off #not #annoyed #pissed,irony,well get truck bury today perfect way start rainy Wednesday work day off not annoyed pissed,got truck buried today perfect way start rainy Wednesday work day not annoyed pissed,"get truck bury today perfect way start rainy Wednesday work day off annoyed pissed
",Well got truck bury today perf way start rainy Wednesday work day off not annoyed piss,got truck bury today perfect way start rainy Wednesday work day not annoy piss
"On the train and surrounded by posh people, I'm so at home! #not #stickoutlikeasorethumb",irony,"on the train and surrounded by posh people, i be so at home! #not #stick out like a sore thumb",train surrounded people home not stickoutasorethumb,train posh people home not stick thumb,"On the train and surrounded by posh people, I'm so at home! #not #stickoutlikeasorethumb
",train surround person home not stickoutasorethumb
Stupid #doctors visits is gonna bury me!! Now that's #irony,irony,stupid doctor visits be gonna bury me!! now that's irony,Doctors visits gonna bury me Now that irony,stupid doctor visits gonna bury me now irony,Stupid doctors visits is gonna bury me!! Now that’s irony,Doctors visits gonna bury me Now that irony
"Love the way @user says fault from last night will be fixed by 4pm, only to see a man in a van pull up at 4pm to fix the fault #irony",irony,"Love the way user says fault from last night will be fixed by 4pm, only to see man in van pull up at 4pm to fix fault irony",Love way user says fault from last night will be fixed by 4pm only see man van pull up 4pm fix fault #irony,Love way user says fault last night will be fixed 4pm only see man van pull 4pm fix fault irony,"Love the way @user says fault from last night will be fixed by 4pm, only to see a man in a van pull up at 4pm to fix the fault #irony",love way user says fault from last night will be fixed by 4pm only see man van pull up 4pm fix fault #irony
Planning a vacation instead of studying.... My priorities are in line. #NOT,irony,Planning a vacation instead of studying. My priorities are in line.,Planning vacation studying. Priorities line. NOT.,Planning vacation studying. Priorities line.,"Planning a vacation instead of studying.... My priorities are in line. #NOT
",Plan vacation studi. Priorit line. NOT.
Dan said he's going to have a sign for me at the airport when I fly in lol #SoCute #3MoreWeeks,non irony,Dan said he be go have a sign for me at the airport when I fly in lol #SoCute #3MoreWeeks,Dan said he going have sign me airport when fly in lol SoCute 3MoreWeeks,Dan said he go have sign me airport when fly in lol SoCute 3MoreWeeks,Dan said he's going to have a sign for me at the airport when I fly in lol #SoCute #3MoreWeeks,Dan said he goin hav sign me airport when fly in lol SoCute 3MoreWeeks
You decide to go on vacation without me sleep? Reaaaal nice. #considerate #not 😒💤,irony,You decide to go on vacation without me sleep. Real nice. Considerate. Not.,decide go vacation without sleep. Reaaal nice. considerate not 😒💤,decide go vacation without sleep. Real nice. Considerate. Not.,You decide to go on vacation without me sleep. Reaaal nice. #considerate #not 😒💤,decidi go vacation without sleep. real nice. considerat not 😒💤
@user No sugar during christmas time? :(,non irony,@user no sugar during christmas time? :(.,user christmas time,user sugar christmas time,"@user no sugr during chrstms tyme? :/
","user christmas time
"
Can't wait to have an afternoon schedule because of you. It's gonna be so much fun #not,irony,can wait to have an afternoon schedule because of you. it be so much fun.,wait afternoon schedule you It gonna be much fun not,wait afternoon schedule because fun,Can't wait to have an afternoon schedulem because of you. It's gonna be so much fun #not,"wait afternoon schedule you it gonna be much fun not
"
@user 180 dead on 26/11 n more than 10k our ppl killed in terror attacks till date but not 1 paki show sympathy 2 them #irony,irony,@user 180 dead on 26/11 n more than 10k our ppl killed in terror attacks till date but not 1 paki show sympathy 2 them #irony,user 180 dead 26/11 n more than 10k ppl killed terror attacks till date not paki show sympathy them irony,"user 180 dead 26/11 n more than 10k ppl killed terror attacks till date not 1 paki show sympathy them irony
",@user 180 dead on 26/11 n more than 10k our ppl killd n terror attack till dat but not 1 paki show symphy 2 them #irony,user 180 dead 26/11 n more than 10k ppl killed terror attacks till date not paki show sympathy them irony
the ONLY time a crime becomes a federal crime @user @user @user @user @user @user,non irony,"the only time a crime become a federal crime
",ONLY time crime becomes federal crime user user user user user user,only time crime become federal crime,the ONLY time a crime becomes a federal crime @user @user @user @user @user @user,ONLY time crime become federal crime user user user user user user
this music is for the people and not for the money. peace and love. #KINGLIFE,non irony,this music be for the people and not for the money. peace and love. #kinglife,music people money peace love KINGLIFE,music people money peace love kinglife,this music is for the people and not for the money. peace and love. #kinglife,"music people money peace love kinglife
"
Rangers league game with Alloa moved because of the Petrofac Cup final in April... #irony,irony,Rangers league game with Alloa moved because of the Petrofac Cup final in April... #irony,Rangers league game Alloa moved because Petrofac Cup final April #irony,Rangers league game Alloa moved because Petrofac Cup final April #irony,Ranger league game with Alloa moved because of the Petrofac Cup final in April... #irony,Ranger league game Alloa moved because Petrofac Cup final April #irony
How to Find a Life Coach (& the questions you need to ask before hiring one) via> @user,non irony,How to find a life coach (and the questions you need to ask before hiring one) via> @user,Find Life Coach questions need ask hiring one user.,find life coach questions need ask hiring user,"How to Find a Life Coach (& the questions you need to ask before hiring one) via> @user
","Find Life Coach questions need ask hire one user.
"
I wonder what was the holiday rituals for true Africans,non irony,I wonder what be the holiday rituals for true Africans,wonder what holiday rituals Africans,wonder what be holiday rituals true Africans,I wonder what was the holiday rituals for true Africans,"wonder what holiday rituals African
"
Been at the ER now since 10... #yay #not,irony,been at the er now since ten now now yay not,Been ER now since 10 not,been er ten now yay not,Been at the er now since 10... #yay #not,"Been ER now since 10 not
"
@user Suhs been clean for 2 years and has only been in the league for five don't act like he was dirty for 10 years#not biased my ass,non irony,@user suh been clean for 2 years and has only been in the league for five don't act like he was dirty for 10 years#not biased my ass,user clean years league don't act dirty years biased ass,user been clean years league five act dirty years not biased ass,@user suh been clean for 2 years and has only been in the league for five don't act like he was dirty for 10 years#not biased my ass,"user clean years league don't act dirty years biased ass
"
"@user @user thank you studs for perfecting and teaching my bench, respectively. Props on form from lifters in AL. #DYEL",non irony,"@user @user thank you studs for perfecting and teaching my bench, respectively. Props on form from lifters in AL. #DYEL",@user @user thank you studs perfecting teaching bench respectively Props form lifters AL #DYEL,@user @user thank you for perfecting teaching bench respectively. Props form lifters AL. DYEL,"@user @user thank you studs for perfect and teach my bench, respectively. Props on form from lift in AL. #DYEL","@user @user thank you studs perfecting teaching bench respectively props form lifters al dyel
"
Haley approves of her new hammock 🐭 #ratsofinstagram,non irony,Haley approve of her new hammock #ratsofinstagram,Haley approves hammock ratinstagram,Haley approve new hammock ratsofinstagram,Haley approves of her new hammock 🐭 #ratsofinstagram,Haley approves hammock ratinstagram
"30 years on, people still haven't got justice they deserve. #BhopalGasTragedy Yet another brilliant job done by the Americans #sarcasm",irony,"30 years on, people still haven’t got justice they deserve. #BhopalGasTragedy Yet another brilliant job done by the Americans #sarcasm","30 years, people still haven't got justice deserve. BhopalGasTragedy Yet another brilliant job done Americans sarcasm.","30 years, people still haven’t got justice deserve. BhopalGasTragedy Yet another brilliant job done Americans sarcasm.","30 years on, people still haven't got justic they deserve. #BhopalGasTragedy Yet another brilliant job done by the Americans #sarcasm
","30 years, people still haven't got justice deserve. BhopalGasTragedy Yet another brilliant job done Americans sarcasm.
"
"Pips who drop out of school n have Kirya as 'eir role model tht ey wana sing too..guy spix Portuguese,French,english...#Not a school dropout",non irony,"People who drop out of school have Kirya as their role model that they want to sing to. Guys speak Portuguese, French, English. #Not a school dropout","Pips drop out school Kirya role model sing too guy spix Portuguese,French,english Not school dropout","People drop out school have Kirya role model want sing. Guys speak Portuguese, French, English. #Not school dropout.
","Pips who drop out of school n have Kirya as ‘eir role model tht ey wana sing too..guy spix Portuguese,French,english...#Not a school dropout","Pips drop out school Kira role model sing too guy spix Portuguese,French,english Not school dropout"
Free Pets and Animals Books #freebiebookdownload #Pets,non irony,Free pets and animals books #freebiebookdownload #pets,Pets Animals Books freebiebookdownload,"pets animals books freebiebookdownload
","Free Pets and Animals Books #freebiebookdownload #Pets
","Pets Animals Books freebiebookdownload
"
@user There will be no next employer in NFL for Trestman. He was a disgraceful hire and never stood a chance.,non irony,@user there will be no next employer in NFL for Trestman. He was a disgraceful hire and never stood a chance.,User next employer NFL Trestman. He disgraceful hire chance.,user next employer NFL Trestman He disgraceful hire chance,"@user there will be no next employr in NFL for Trestm. He was a disgrcful hire and never stood a chance.
",User next employe NFL Trestman. He disgracefull hire chance.
Loooovvveeeeeee when my phone gets wiped -.- #not,irony,love when my phone gets wiped -.- #not,Loooovvveeeeeee phone gets wiped -.- not,love phone gets wiped -.- not,"Love when my phone gets wiped -.- #not
","Love phone gets wiped -.- not
"
Painting all cops with a broad brush because of the actions of a few is the same logic racists use. #Irony,irony,Painting all cops with a broad brush because of the actions of a few is the same logic racists use. #Irony,Painting cops broad brush because actions few same logic racists use. #Irony,"Painting cops broad brush because actions few same logic racists use. #Irony
",Painting all cops with a broad brush because of the actions of a few is the same logic racists use. #Irony,"Paint cop broad brush because action few same logic racist use. #irony
"
Don't know if I can handle this crazy 11-2 shift. It's so long I might pass out on the job! #sarcasm,irony,Don’t know if I can handle this crazy eleven-two shift. It’s so long I might pass out on the job! #sarcasm,Don't know if can handle this crazy 11-2 shift. It's so long might pass out job. sarcasm,know handle crazy shift long might pass job sarcasm,"Don’t know if I can handl this craz 11-2 shift. It’s so long I might pass out on job! #sarcasm
","Don’t know if can handl this craz 11-2 shift. It’s so long might pass out job. sarcasm
"
I just love being ignored😊|#not😒,irony,I just love be ignored😊|#not😒,love ignored not,love ignored 😊 #not 😒,I just love being ignore😊|#not😒,"love ignor not
"
"#Irony RT @user If you're going to give someone a scathing, 1-Star review for poor grammar, FFS use proper grammar.",irony,"Irony RT user give someone scathing, one-star review poor grammar, FFS use proper grammar.",Irony RT user scathing 1Star review poor grammar FFS use proper grammar,Irony user give someone scathing review poor grammar FFS use grammar,"#Irony RT @user If you're going to give someone a scathing, 1-Star review for poor gramm, FFS use proper gramm.",Irony RT user scath ing 1Star review poor gramm FFS use proper gramm
Produce Mobile Apps #not,irony,Produce mobile apps #not,Produce Apps not,Produce apps,"Produce Mobile Apps #not
","Produce Apps not
"
Decide that you want it more than you are afraid of it. -Bill Cosby|#irony,irony,decide that you want it more than you are afraid of it,"Decide want it more afraid than
",decide want afraid,Decide that you want it more than you are afraid of it. -Bill Cosby|#irony,"decid want it more afraid than
"
"Finally finished the first season of #VeronicaMars. Move over, #CliffHuxtable. Keith Mars is the new sheriff--er, ultimate #TV dad--in town.",non irony,"Finally finished the first season of #VeronicaMars. Move over, #CliffHuxtable. Keith Mars is the new sheriff--er, ultimate #TV dad--in town.",Finished first season VeronicaMars. Move CliffHuxtable. Keith Mars new sheriff ultimate TV dad town.,Finished first season VeronicaMars. Move CliffHuxtable. Keith Mars new sheriff ultimate TV dad town.,"Finally finished the first season of #VeronicaMars. Move over, #CliffHuxtable. Keith Mars is the new sheriff--er, ultimate #TV dad--in town.
","Finished first season Veronicanars. Move cliffhuxtable. Keith mars new sheriff ultimate tv dad town.
"
Merry Christmas to all those soldiers out there that couldn't make it home! I love you all ❤,non irony,Merry Christmas to all those soldiers out there that couldn't make it home! I love you all.,Merry Christmas soldiers couldn't make home love all ❤,love soldiers home couldn't,Merry Christmas to all those soldiers out there that couldn't make it home! I love you all ❤,"merry christmas soldiers couldn't make home love all ❤
"
About as relevant as Michael Sam and Jason Collins. RT @user Major League Baseball umpire Dale Scott comes out as gay.,non irony,about as relevant as Michaels and Collins. RT user major league baseball umpire Dale Scott comes out gay.,Michael Sam Jason Collins. RT user Major League Baseball umpire Dale Scott comes out gay.,Michaels Collins Dale Scott comes out gay,"About as relevant as Michael Sam and Jason Collins. RT @user Major League Baseball umpire Dale Scott comes out as gay.
","Michael Sam Jason Collins. RT user Major League Baseball umpire Dale Scott comes out gay.
"
Getting Final Jeopardy correct on Kids Jeopardy boosts my self-esteem,non irony,Getting final Jeopardy correct on kids Jeopardy boosts my self-esteem,Final Jeopardy correct Kids Jeopardy boosts self-esteem,Final Jeopardy correct kids Jeopardy boosts self-esteem.,Getting Final Jeopardy correct on Kids Jeopardy boosts my self-esteem,Final Jeopardy correct Kids Jeopardy boosts self-esteem
itsfunny bc people think im quiet|but im just listening toeveryones convos|and figuring out ur weaknesses|todestroy u later in life #sarcasm,irony,"its funny, because people think i’m quiet, but i’m just listening to everyone’s convos, and figuring out your weaknesses to destroy you later in life #sarcasm",funny bc people think quiet listening everyones convos figuring ur weaknesses destroy u later life sarcasm,"funny, because people think i’m quiet, but i’m just listening everyone’s convos, figuring out your weaknesses destroy you later life sarcasm","itsfunny bc people think im quiet|but im just listening toeveryones convos|and figuring out ur weaknesses|todestroy u later in life #sarcasm
","funny bc people think quiet listen everyones convos figur u weaknes destr u later sarc
"
"Woke Up , showered , made a lunch and got ready for work only to realize that I have the whole weekend off. 😅",non irony,"wake up, shower, make a lunch and get ready for work only to realize that I have the whole weekend off. 😅","Woke Up, showered, made lunch and got ready work realize have weekend off. 😅",wake shower make lunch get ready work realize have weekend off 😅,"Woke Up, showerd, made a lunch and got ready for work only to realize that I have the whole weekend off. 😅","Woke Up, shower, make lunch and get ready work realis hav weekend off. 😅"
@user @user @user @user @user How many of those jobs earn #middleclass wages? #Economics #Math #Z,non irony,@user @user @user @user @user How many of those jobs earn middleclass wages? Economics Math Z,@user @user @user @user @user How many those jobs earn wages #middleclass #Economics #Math #Z,user user user user user How many those jobs earn middleclass wages Economics Math,@user @user @user @user @user how many of those jobs earn wages? economics math z,@user @user @user @user @user how those jobs earn wages #middleclass #economics #math #z
I reckon straight women fancy victoria secret models more than straight men do #victoriasecret #irony,irony,I reckon straight women fancy Victoria Secret models more than straight men do #victoriasecret #irony,reckon women fancy models than men #victoriasecret #irony,recken straight women fancy Victoria Secret models than straight men,I reckon straight women fancy victoria secret models more than straight men do #victoriasecret #irony,reckon women fancy models than men #victoriasecret #irony
Incredible insight on the @user #bornrisky campaign: #amputee #movement #equality #art #prosthetics,non irony,incredible insight on the user bornrisky campaign: ampute movement equality art prosthetics,Insight user campaign amputee movement equality art prosthetics,insight user bornrisky campaign ampute movement equality art prosthetics,Incredibl insight on th @usr #bornrisky campagn: #amputee #movmnt #equalty #art #prosthtcs,"insight user campaign amputee movement equality art prosthetics
"
Love #hiphop mix tapes or have a mixtape to promote check out follow them on twitter #undergroundhiphop,non irony,love mix tapes or have mixtape promote check follow them twitter underground hiphop,Love hiphop mix tapes or have mixtape promote check out follow them twitter undergroundhiphop,love mix tapes have mixtape promote check follow them twitter underground hiphop,Love mix tapes or have a mixtape to promote check out follow them on twitter under,"love hiphop mix tapes or have mixtape promote check out follow them twitter undergroundhiphop
"
"Extended cut ""NICHA"" #trailer #spoof #film #dramatic #action #film2014 #youtube #fightscenes",non irony,"extended cut ""niche"" #trailer #spoof #film #dramatic #action #film2014 #youtube #fightscenes",Extended cut NICHA trailer spoof film dramatic action film2014 youtube fightscenes,extended cut niche trailer spoof film dramatic action film2014 youtube fightscenes,"Extended cut ""NICHA"" #trailer #spoof #film #dramatic #action #film2014 #youtube #fightscenes
",extended cut NICHA trailer spoof film dramatic action film2014 youtube fightscenes
@user Stunning work. #british #textiles #footwear #madeinbritain #not-a-nike-clone,non irony,@user stunning work. #british #textiles #footwear #madeinbritain #not-a-nike-clone,Stunning work #british textiles footwear madeinbritain not-a-nike-clone,"stunning work #british #textiles #footwear #madeinbritain not-a-nike-clone
",@user stunning work. #british #textiles #footwear #madeinbritain #not-a-nike-clone,"Stunn work #britsh textiles footwear madeinbritain not-a-nike-clone
"
@user @user Sent it but too slow. I had already posted.,non irony,@user @user sent it but too slow. I had already posted.,user user Sent slow. had posted.,@user @user sent it but slow. I posted already.,"@user @user sent it but too slow. i had already post.
","user user sent slow. had posted.
"
