,Text,Label
42,@user So the overwhelming liberals in the populated states can make policy for the rest of America with whom they have no clue about.  Just because California has the biggest population does not mean the U.S. shares in their values.  Get a clue Hillary.,non-offensive
43,@user Berkeley Antifa do not agree with you,non-offensive
45,@user Griexsevia,non-offensive
46,@user We do have a few outages reported in Toronto.   Here's a link to our outage map to see if you are in one of the defined spots - -SC,non-offensive
47,@user @user What new gun control laws would you like to see passed and what would they accomplish?,non-offensive
50,@user Good luck,non-offensive
51,@user @user @user She did it and she is alive is greatness of Hinduism. You should try it with Quran if you have guts.,non-offensive
52,@user Hell ya,non-offensive
57,@user Eric Holder should've been in his 2nd yr at Gitmo. What's the update on Gitmo's expansion?  Why is he still breathing in our freedom air?,non-offensive
59,@user Buy one,non-offensive
61,@user @user I didn't know Oprah Winfrey knew how to play tennis. .. 😱,non-offensive
62,@user Yeah she is,non-offensive
64,@user She is so cute ♡,non-offensive
66,@user @user Sounds to me like the Pope needs counselled on confession.,non-offensive
68,@user @user That so many “thoughtful conservatives” who rushed to Kavanaugh’s defense didn’t consider  their own statements re: black teenagers tells you everything about how “thoughtful” they truly are.,non-offensive
70,.@USER  joined the show to talk about how she is leading the fight against breast cancer at @user @user Listen to the full interview:,non-offensive
72,@user tell that to him. He is very perfectionist. I don’t think we will change that ever 😅,non-offensive
73,@user @user @user @user Also there to help banks boost their balance sheets post crash. I'd imagine atleast 15% (Maybe more) of current house prices are part of the bank bailout package.,non-offensive
74,@user He’s a DA. Someone educate him he’s in the South now,non-offensive
75,@user Notice how everyone avoids this tweet ☝️☝️  They might think you are referring to them. 😂😂  But not me comrade. I stalk everyone. 🤟🤟,non-offensive
76,@user I don't know if this cat even realizes what he is doing.,non-offensive
77,@user @user He is.,non-offensive
78,@user And you are a football fan too !,non-offensive
79,@user Well he’s closer to Lincoln than you are.,non-offensive
80,@user Every one of them is more rank than she is. And she's pretty rank. So I guess they all outrank her...,non-offensive
81,@user well...?,non-offensive
83,@user @user @user Says one of the thickest cultists on Twitter. Irony at its finest.,non-offensive
86,@user And yes your presidency was one of the absolute worst. Go back to that....no way.,non-offensive
87,@user @user @user You should take this picture down you destroyed one of my all time favorite Comedian/Actors @user,non-offensive
88,@user @user @user @user @user @user I saw her in Denver last week. She is still traumatized. Cohen owes her so much because of 'My Life on the D List'.,non-offensive
90,@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user Thank you for adding me Razor!  Patriots- if you aren’t following my Primary account @user - will you take a minute &amp; Follow me? Thanks &amp; MAGA🇺🇸,non-offensive
92,@user He is very perceptive Sweetie!,non-offensive
94,@user you are also the king of taste,non-offensive
95,"@user And everyone knows that Kerry doesn't have a clue!  Heard that from numerous anonymous"""" sources who also say he is not sane.  That's what the sources say.""""",non-offensive
101,@user @user You are very beautifull,non-offensive
103,@user @user She's been active on Instagram lately. And she is dropping an album sometime this year.,non-offensive
104,@user @user Then we'll be talking about gun control! 😉,non-offensive
108,@user I can see how frustrating that is. Conservatives will always get more praise for humane policies because it isn't neccessarily expected of them.,non-offensive
110,@user @user Do not donate. She is picking and choosing who she donates to. Being reported.,non-offensive
111,@user @user @user Are you wanting gun control for LEO’s?,non-offensive
113,@user But she is hecking cute fluffer,non-offensive
114,#Labour #Councillor shouting Nazi Scum ..  At victims of #GroomingGangs and this is going to get worse under #JeremyCorbyn's socialist #Britain   #Muslims #Islam #Leftists #MAGA #MEGA #MCGA #MEGA #Patriots #Conservatives,non-offensive
116,@user Yee yee,non-offensive
117,@user @user @user @user Huh! The pot grows as council grows...in this case it is a reduction...and that amount $25m is going right back to the city for police gun control...already announced!,non-offensive
118,@user @user @user @user Whoa!  Angie!!! Back off that logic!  You're going to confuse the liberals.,non-offensive
119,"1) Ultimately, the defense of Kavanaugh by Republicans, conservatives, their media and public is a manifestation of America's rape culture -- the latter being neither 'colorblind' or 'race neutral.'""""""""",non-offensive
120,@user @user Wrong. @user was a enthusiastic architect of devastating austerity along with the Tory's. The @user did not have to abandon every principle they supposedly had to the @user they could have let Cameron run a minority Government (as dId SNP) but CHOSE not to,non-offensive
121,@user @user @user @user  @user  Please get out to vote Republican right down the ticket or Pelosi gets back into control,non-offensive
122,@user @user you are running scared!🤡,non-offensive
123,@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user Ryan's wife was from a famously conservative Blue Dog Democrat family in Oklahoma. The conservatives that have left the Dems. She herself has always known to be conservative. She campaigned against Obama nationally in '08 and '12.,non-offensive
127,@user Ok guys I think her claims are b.s. too but if you start threatening her you're no better than Antifa,non-offensive
128,@user By the looks of her face you can tell where they're pulling the numbers from,non-offensive
129,@user Fair &amp; square. Remember that when you’re thinking why! The laws are why. The people spoke and they will again,non-offensive
130,@user I think the FBI should do the original interview.  They scare people more than feckless congress that will have to handle her with kids gloves or be demonized in media and left. Put her under oath and attempt to get the truth. She will be protected by liberals in congress,non-offensive
131,@user GOD DAMN IT... YOU ARE SO RIGHT. THERE'S NO GOING WRONG WITH THIS STUFF.,non-offensive
133,@user if you ever want a record setting bad election for the liberals in quebec you need to go back to this,non-offensive
135,-Being on food stamps  -Liking boys/girls or liking both -Not knowing who you are -Your body size  -Not knowing something  -scared to ask for help -Not dating someone  -What you wear,non-offensive
136,@user @user @user @user We are not a democratic republic. We have never been a Democratic anything. We have never had Democratic ideology. Nor is this a “new” talking point. We are constantly correcting Democrats/liberals on this.,non-offensive
137,@user @user @user @user @user @user @user @user @user @user @user Soon both the libs &amp; the conservatives will havevut so everytime we have a change of government we'll be paying out cancelled contracts,non-offensive
140,@user @user She picks some random conservative issues from US and try to force fit in Indian narrative. Next might be gun control 😭,non-offensive
141,@user @user @user She should have gotten August off to let work on stuff at the P.C. It would have help her a lot.,non-offensive
143,@user @user @user @user You are not dumb.,non-offensive
144,@user Holy moly!! If the catholic people haven't been awakened by this ..... #FalseProphet  #Lunatic,non-offensive
146,@user Antifa isn’t after her.,non-offensive
147,@user @user He is such a showman! And those pipes😍 the man can SING,non-offensive
148,@user @user @user Now we just need antifa outside when they confirm kavanaugh,non-offensive
150,@user More I think about this one--it feels like a story trap. People go nuts and complain--talk about gun control which Cruz could then use to fire up his base claiming that they want to take away 2A rights all because of a couple of shells.,non-offensive
156,@user A liberal anarchist coup d'etat gang runs rampant &amp; a GOP AG does nothing. Liberals prove to be the biggest hate group in USA. The leftstream media cheers them on while excoriating duly elected President of the United States 24/7. ANTIFA openly advocates killing cops. Silence,non-offensive
157,@user Antifa is the modern day KKK. Funded by the Demarat party..,non-offensive
159,@user @user Why don't liberals understand that an allegation of drunk teenagers who don't have sex is not a federal crime? Golly Moses- What is wrong with those people?,non-offensive
160,@user Doubt he is requesting any player to be moved. IMO It's likely if he feels the team is close to be a contender or if he is satisfied to being a mentor to a borderline team,non-offensive
162,@user 1. Six year-old tweet from an account I don't control referencing my previous time slot 2. Refers to Bloomberg's call for gun control. Not mine. Michael Bloomberg.,non-offensive
163,. This little one is my why. She is the reason I strive each day to become a better version of who I already am. . Before babies I used to fear I’d never have enough time for a family.…,non-offensive
164,@user I love your momma. She is me,non-offensive
165,@user Sad day for all liberals 💃💃💃💃💃💃💃💃💃💃😂😂😂😂😂,non-offensive
166,3. @user You’re my lil baby and I’m so proud of you for working as hard as you do. Thank you for still being there for me like you are. You’re the sweetest 💕💕 don’t ever change,non-offensive
167,@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user I’m an Antifa Angel who has come to set the Dregs and Deplorables Free. Free from caring what losers think about you.,non-offensive
168,@user And god forbid you are already talking to someone or dating they get real mad 😂🤷🏼‍♀️ we like those people over you for a reason sorry bout it 😂,non-offensive
169,@user @user Keep up the great work Cory! You are today’s hero. Not the Op-Ed author who should have invoked the 25th.,non-offensive
176,"@user @user Much of your promise of money is not extra/new as govt took back £817 MILLION promised for new affordable"""" homes! Stop Right to Buy - we have a @user created #HousingCrisis now, too little, too late!",non-offensive
179,@user @user You are right I'm black so thanks,non-offensive
180,- Will liberals agree that any is destructive?,non-offensive
181,@user @user @user @user @user She can do a Google search of protests by antifa but she already knows that. It's called being blind. I would never support a conservative protest where they beat people up and destroyed property,non-offensive
182,@user @user @user @user @user @user @user @user @user @user Pretty much. As I’ve stated I believe is gun control just not this aspect of it. The guns aren’t the problem the people who shouldn’t have guns are. Where do we draw the line. How do we prevent “bad or crazy” people from shooting up a crowd. Surely we don’t have the answer,non-offensive
183,@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user And yet antifa dresses like isis....,non-offensive
185,@user @user @user He is entitled to tell his side of story.Then judge.,non-offensive
186,@user “Antifa is bad” how hard is it to say that?,non-offensive
187,@user @user She is your sister????,non-offensive
188,@user @user He can admit that 3000 Americans died on his watch. You should remind him he is President of all of us.,non-offensive
189,@user @user Corbyn and Abbott won’t get in so the conservatives will win again 👍,non-offensive
190,@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user More people scared of what the Liberals will think and say about them. This is rampant around conservatives.  The only ones who ever stopped giving them that power were the Trump movement and they absolutely won everything including the internets.,non-offensive
191,@user Cough*Nicky Haley*,non-offensive
192,@user Oh yes 😎,non-offensive
193,@user Holder needs to be prosecuted,non-offensive
196,@user Buh Buh snowFlake,non-offensive
197,..and he is yet to get a call-up for senior team..,non-offensive
198,@user @user @user @user I’m just saying he’s not playing like how he should be for the amount he’s getting paid I’m sorry to let you down.,non-offensive
199,@user @user @user @user @user @user @user @user antifa blocking the road in Salzburg #SalzburgSummit18,non-offensive
202,@user Stale,non-offensive
205,@user That describes how I feel about the Liberals at any level,non-offensive
206,@user @user @user @user @user @user Conservatives are only interested in owning women like property and exploding the deficit so long as the rich are taken care of. Keep the faith tho.,non-offensive
207,@user B.S. How much fake data has big pharma fed you. You are penalizing adults who vaping has helped. You have a far bigger problem with teen alcohol sales and flavored wine coolers. Try reading a legit study.,non-offensive
210,@user    You warned everyone about Josh Gordon the last 4 months on a daily basis.  I'm sure you are as shocked as I am of what transpired today.,non-offensive
211,@user @user Christine Ford is an admitted friend to Bernie Saunders and she is Known to Hobnob with other demo politicians! Most shocking word is Kavanaughs mom a Judge ruled against Fords parents in a forclosure case in mid 90s🤔,non-offensive
212,Did Someone just say maga 2k19,non-offensive
213,@user @user you should probably start reading your Bible hun.,non-offensive
214,@user @user @user @user @user Agreed and what I’m saying too.,non-offensive
216,@user Sir. The Governor House Lahore will be used as a museum and a art gallery. You are the minister for Information and Culture. Please take some measures to protect the place from filth and damage caused by our ignorant public.,non-offensive
217,@user As soon as Kavanaugh is seated you can say goodbye to federal gun control. Never in your life will you see it again.,non-offensive
219,"...The book makes Trump look good &amp; makes the so-called Deep State"""" - 'particularly Mueller - look like a pack of partisan hacks.'  Woodward Book Proves 1 Thing, Liberals Fear Trump Isn&amp;#8217;t Breaking, the Deep State Is",non-offensive
221,Spoke with a woman in Croatia today.   She said 80% of Croatia loves @user !!   #maga,non-offensive
222,@user All liberals should cross the floor and leave Trudeau all alone to implode! Guy is leading  our country into financial disaster!,non-offensive
223,"@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user really And then"""" WHERE in the WORLD does Antifa fit into wacked out Birdlandia? And boy oh boy Birdsize also apparently believes the notion that there are people who actually """"deny climate""""  I kid you not! I think Rod Serling's coming to escort Birdbrain back to 'the zone'""""",non-offensive
224,@user he is not the only one I bet $$ some these people are organizers of Antifa!!,non-offensive
225,"@user Never Trumper uses brain for first time, wakes up to the fight #MAGA community has been waging for two years.""""""""",non-offensive
227,@user @user @user It’s funny. That comment is 💯 Illogical. WalkAway is so easy. #maga is Great! #MEGA is already happenin Make Earth Great Again,non-offensive
228,Shocking Undercover Video Exposes Communists Inside Government: “I Break Rules Every Day” - Sara A. Carter #MAGA  #WWG1WGA,non-offensive
229,@user @user Good lord.,non-offensive
230,@user @user he is always the victim..same song and dance..,non-offensive
231,@user @user @user Tuna and beef brisket? I thought all you liberals were vegans.,non-offensive
232,@user OMG why do we care about these Hollywood Liberals??,non-offensive
233,@user doing pretty good hope you are well my friend tough season for both teams but it happens,non-offensive
238,@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user that's like me &amp; flying i have never been in any airplane unless Donnie takes me his plane &amp; holds my hand the whole time or i sit right next to him knowing me i would have sit on his lap &amp; hold on to him i'm afraid to fly,non-offensive
241,@user Never would I trust any @user and especially @user they sold out to the @user and stuck Two fingers up to the People of the UK!!  #VoteLabour #GE2018NOW #WeAreCorbyn #UnitedWeStand,non-offensive
242,@user Be careful.. you know the terrorist arm of the @user antifa is going to show up an try something..,non-offensive
243,@user Whenever ya'll reference the wire all I'm going to think is exit stage left,non-offensive
244,@user @user Antifa = Democrats = Dixiecrats = KKK,non-offensive
246,"@user @user @user @user @user My experience is the gun control activists don't really want a conversation, they want capitulation. The way around that would be to open with proposals to expand gun rights in exchange for whatever is they're looking for. There can't really be a conversation"""" without that""""",non-offensive
248,@user @user May be the cameramen is a Trump supporter. @user Have you checked if he is standing on a rock or so? LMAO 😂 #FakeNewsCNN,non-offensive
249,@user I fucking loved that cat I am so sad,non-offensive
250,@user @user @user @user @user Liberals Don't Appreciate Your Sarcasm. They Thought You Were On Their Side.,non-offensive
251,@user It's fine..... he's gods Prophet 🙄imagine that nowadays... yes officer i did fuck that elementary student BUT its fine bc god said i could....,non-offensive
252,@user Definantly,non-offensive
254,@user I should rephrase that... something went down and she is trying to cover it up with some LAME@USER story about “oh I thought I was in my own house” BULLSH1T! What a obviously blatant lie.,non-offensive
260,@user @user Antifa will sign anything if they’re paid enough.,non-offensive
261,@user Interesting; my interpretation of the piece was that he was speaking tongue-in-cheek in relating his psychiatric condition to the gun qualifications to highlight the ironic and counter-intuitive nature of gun control laws. I thought it was a well balanced insider piece.,non-offensive
262,@user @user DOXX her.  See if she is as Lilly white as she puts on.,non-offensive
264,"@user @user I am trying to make a point. Many people who hate the liberal and ndp party are conservatives. And all conservatives care about is money. They don't have to ruin the environment and discriminate against others because of money""""""""",non-offensive
265,@user @user Funny how the Conservatives didn't like it when one of there's defected but they sure didn't mind when a Liberal defected. Where's there integrity in this?,non-offensive
266,@user Will antifa fill the streets when kavanaugh is confirmed,non-offensive
267,@user I see Antifa as a war on peaceful assembly,non-offensive
269,@user @user what?,non-offensive
270,The Trump Alert System in action. #Trump2020 #TRUMP2020 #MAGA,non-offensive
271,Exactly what the #LeftistLibTards wanted to happen. Try are a #Corrupt and #Miserable Party.,non-offensive
272,@user Personally I prefer my anti-fascism in the form of a non-Newtonian fluid. Oobleck antifa!,non-offensive
273,@user Gutiérrez you are a joke dress as an full,non-offensive
275,@user No doubt progressive Nazi Antifa Liberal Democrats do.,non-offensive
276,Kavanaugh accuser Christine Ford opens door to testifying next week Looking forward to the book  #MAGA #DrainTheSwamp #TermLimits #DitchMitch #PeelPelosi ⁦@USER,non-offensive
278,@user @user @user @user @user So conservatives NEVER get abortions? Were you alive when abortions were illegal? I hear it was a pretty awesome time in history.,non-offensive
279,@user @user Why do liberals shout and hang their mouths open? Slack jaws.,non-offensive
280,@user @user @user @user That makes zero sense as you are conflating biogenic with non biogenic emission sources.,non-offensive
281,@user Ask @user she is there now!,non-offensive
282,@user I'll be looking for you on here election night...make sure you are on Twitter.,non-offensive
284,@user @user Silly Joe! I’m a MAGA Of Society 💯🇺🇸❤️🇺🇸❤️🇺🇸... Feel That👊👊,non-offensive
285,@user @user The Gibraltar people will be hostages in the remaining #Brexit negotiations. Do @user or the @user care? Not a fig!,non-offensive
287,@user It's the ANTIFA gang!,non-offensive
288,@user @user @user @user @user Typical violent antifa... @user hooligans are stalking California causing mayhem.,non-offensive
289,@user @user @user @user @user @user @user @user @user The feeling is mutual sunshine!! You are probably #Antifa,non-offensive
290,"@user @user @user Name them. Who are these conservatives"""" who are driving this dump truck of yours, and when they were passionate about deficits. Name them. Who are they?""""",non-offensive
291,@user And how much is he being paid for this behavior?,non-offensive
294,@user Hogg doesn't  have a clue about life .,non-offensive
295,@user The Liberals backed by the NDP corrupted Ontario's taxpayers with hedgefunders in Ontario and the USA. This is just the beginning of a process to expose these crimes and more is on the way.,non-offensive
296,@user @user You should investigate Antifa's connections to the Nazis.,non-offensive
298,@user Just focus on Price stats when he is behind the plate....😉,non-offensive
300,@user liberals have turned everything into a 3 ring circus.,non-offensive
302,@user @user So what is the problem you are trying to advise of? Can't quite understand what you are trying to say !,non-offensive
303,@user   the U.S. is tying to increase the cost of drugs in Canada and Conservatives are helping him,non-offensive
305,@user Don’t worry your time will come play hard and listen the coach Frost he is a winner a championship coach🏈,non-offensive
309,@user @user @user A few steps to pivot away from China - TPP: TRUMP Pacific Partnership! - Tell US companies to offshore to other countries - Ban products from China that include stolen Intellectual Property - No disclosing IP to do business in China #MAGA @user @user @user,non-offensive
310,@user Like Antifa?,non-offensive
311,@user Yess,non-offensive
312,@user You are an inspiration and fierce! #healthyliving,non-offensive
313,@user Yes. You are! 😄 And your passion for him is lovely...😊,non-offensive
317,@user @user @user @user Antifa gets to stay on twitter but the proud boys are banned. Life isn't fair. Don't be a victim.,non-offensive
319,President Trump is fighting for the American worker and American Jobs! #MAGA,non-offensive
321,@user @user It's too had liberals are exempt from laws.,non-offensive
322,@user @user And what if she is lying? What if Kavanaugh is the victim of a smear and character assassination? What then?,non-offensive
323,@user @user A liter of filter semi-skimmed milk costs 85p per ltr retail in Tesco School children drink about 35 ltr of milk per annum That works out to £30 pa at retail prices - repeat RETAIL There are 1 million kids allowed school milk Parents are being ripped off to the tune of £10 mil,non-offensive
325,@user @user An excuse for conservatives to do nothing.,non-offensive
326,Love our @user #MAGA 🇺🇸❤️,non-offensive
327,@user @user Brilliant effort great step count great that you are targeting more next week 👍,non-offensive
328,@user Pro rate them just as you are the beginning positions.,non-offensive
330,@user Bob is an old man living in the past. He has no idea what the working class has been through. Promises from both the Dems &amp; Rep career politicians with their expensive law degrees and never worked a day in their lives. It took @user to finally listen and take action.,non-offensive
331,"#Tories #Labour #GE2017 #Conservatives Conservatives long-term approach has a number of advantages including the ability to work with our supply chain and landowners to build more homes.  🗨️ Paul Hackett, Chief Executive…",non-offensive
334,@user It seems that @user holds the whip hand when it comes to governing the @user and Brexit.,non-offensive
335,@user i feel attacked 😂,non-offensive
336,@user @user @user @user @user @user @user @user @user @user Already Following!! Fantastic MAGA Patriot!!! 🇺🇸❤️🇺🇸,non-offensive
337,@user @user So proud of the Harper govt for all the good they are doing for Cda today. Good &amp; bad it’s nice to see the liberals give the conservatives mention.,non-offensive
338,@user @user Of course they are.  She either agrees to testify on Mon or they vote on Friday and life moves on until the next obstruction from the lunatic liberals,non-offensive
339,@user @user @user She is a role model Adam you are not!,non-offensive
340,1. the last minute of this video is absolutely priceless 2. facts: “Obama separated 90k kids and there were no protests”  liberals: *silence*,non-offensive
341,@user Graham you are on the wrong side of history.,non-offensive
342,@user @user I think Collins has maybe seen the light given the threats against her from Liberals lately.,non-offensive
344,"This Day in Liberal Judicial Activism—September 17""""  #TCOT #MAGA #RedNationRising""""",non-offensive
345,@user Nah I’m okay lol I’m going to watch On my block until a new season 😍,non-offensive
347,Antifa Caught Off Guard After Getting Confronted By The Last Person They Ever Wanted To Answer Too,non-offensive
348,"@user There is no deal"""" to be made on gun control, knob. The 2nd Amendment is a right that no one can deal away.""""",non-offensive
349,@user Can we please now be honest with ourselves and acknowledge this trans stuff is a mental disorder? And NOT normal human behavior?,non-offensive
351,@user 1 &amp; 7 blocking my way to hap'penis,non-offensive
352,.@USER absolutely right to not propose another referendum.  .@USER are not in power &amp; we are not negotiating.   It’s for @user to make Brexit work; it belongs to them.  If they can’t do that then @user should call a General Election.  Labour are ready.,non-offensive
353,#MAGA Why she not being prosecuted?,non-offensive
354,@user @user @user Plus she is a REAL reporter and has the courage of a platoon of Marines.  SMH.,non-offensive
355,@user Can you blame her for not having her life destroyed by Trump and his cult her children the FBI should do the investigation he is going Federal FBI must be afraid of Trump might get hit by a bus Trump has a book of the ugliest names u can call someone like lying Trumpstard,non-offensive
356,...when Liberals/Democrats punish &amp; slander people for simply being honest and truthful? That's when you know its time to #WalkAway and vote Republican.,non-offensive
360,@user was on 🔥 a brutal match after long time Jeff lost was unexpected. Hope he is fine after the fall❤️😱 #wwe #HIAC,non-offensive
362,@user @user The truth of it is that unless she has evidence than it's only allegations! If there is no proof than it is only 'what she says' against 'what he says'! She doesn't get marks for truthfulness just because she is a woman; because women can lie just as quickly as a man can!,non-offensive
363,@user @user @user @user If the justice system is working against American values then the results of this graph would be a badge of HONOR for our great President and his supporters! Stop the liberals dead in their tracks! #NotBakingYourCake #ProudToLoveJesus,non-offensive
364,@user Football is an all American sport that brings families and communities together.  It also celebrates masculinity. It seems these things are under attack today.,non-offensive
365,@user @user For what? Why are you asking for his arrest?  Liberals being butthurt for 19 months is not an impeachable offense.,non-offensive
366,@user He is Spartacus!!!,non-offensive
367,@user @user @user @user @user @user @user @user @user @user @user @user Yeah ok antifa lover see you in the streets 😉,non-offensive
368,@user @user There is NO PROOF HE DIDN'T but you ASSume he is innocent in the very same way... If you support trump....BAAAAAAAA yourself.,non-offensive
369,@user BO is bitterly PO’d that Donald Trumps presidency has made him look like the bad president that he was.,non-offensive
371,@user now we know tesco's stance on gun control,non-offensive
372,@user Hopefully this kind of outrageous behavior will motivate Senator Collins to vote FOR the appointment of Judge Kavanaugh.  Disgraceful libtards.,non-offensive
373,@user Please tell that to your fellow Soros Lackies of Antifa,non-offensive
376,@user @user Only if Soros says I can!,non-offensive
379,"@user @user @user fash""""&lt;That's a give away phrase for #antifa types, the genuine fascists who want to close down free speech. This [ex-]muslim nails the apologists who are really just providing cover for radical islam.",non-offensive
380,@user now that Bea Arthur had a lovely mud bath and coconut oil rub she is settled in for her bedtime story and loves loves loves your book so much i had to read it three times to her before she would go to bed. We hope you are doing well and feeling better!,non-offensive
381,(Not th@  @user taking a knee has anything 2do w/military but)most #Conservatives hate him far more than they care about #vaterans smh #TrumpsAmerica,non-offensive
384,@user @user @ cooktragic  This NOT good news for either Australian women or Palestine.  It is ridiculous to pretend otherwise.  Our only hope is his election is not successful! Or the abysmal history of women in LNP continues.  He is not a gentleman. In our culture it is 'Ladies First'.,non-offensive
385,@user @user ok with Andrew @user Bully Liar touchy cheat to be kept on as a MP? On £75k? No anti bullying rules? … @user @user @user @user,non-offensive
387,"@user I am trying to make a point. Many people who hate the liberal and ndp party are conservatives. And all conservatives care about is money. They don't have to ruin the environment and discriminate against others because of money""""""""",non-offensive
388,@user Full truth and justice....,non-offensive
389,#MCCASKILL owes back taxes on her private jet! Has it been paid? @user #MAGA #Kavanaugh #ChristinaBlaseyFord #QANON #ThursdayMotivation,non-offensive
390,@user @user And we don't need Levi jeans who just jumped on the gun control band wagon.,non-offensive
391,2019 tours will include flights and hotels.,non-offensive
395,15 concert goers massacred in Missouri with 9mm Ruger P89. The NRA calls gun control research 'unethical'.,non-offensive
396,@user I hope you are at the park.  They are playing rush,non-offensive
397,@user @user Pssst Bono's Ass,non-offensive
398,@user Good thing I watch him online.,non-offensive
399,@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user Exactly.  From what he is describing it is like two steps forward and three steps back.,non-offensive
400,@user @user @user @user @user #Antifa #AltLeft @user to go with Richard Simmons stalker @user,non-offensive
402,@user He is right,non-offensive
404,@user @user Melting snow flakes,non-offensive
405,@user Spot on again Speedy. Always the victim when things aren’t going her way. Far cry from the Graf’s of the sport even though her stats will suggest she is one of the greats.,non-offensive
406,@user Hey Doug. We had a large amount of contacts recently. We apologize for any inconvenience this may cause you. Are you referring to your tweet about the blue screen crash on PS4?,non-offensive
407,@user antifa getting shot only brings joy,non-offensive
409,@user @user Can you show me gun control organisations that are exclusively trying to take away guns from black people??,non-offensive
410,"@user I've done a thing on immigration, states' rights,  and gun control"""" but no one had input. Lol  To be fair, I should do it in a better setup than a Twitter thread though.""""",non-offensive
411,ANTIFA in Canada demand to be let into a government meeting,non-offensive
412,@user Hillary is a good reason to keep the electoral college.,non-offensive
413,@user @user The definition of snowflake,non-offensive
416,@user @user @user @user You are exposing us 😂😂,non-offensive
417,@user @user Wow more Salinsky tactics,non-offensive
418,@user He is bluffing. He shouldn’t have brought it up.  Now Trump need to insist or say it’s proof he is lying. Trump wins either way.,non-offensive
420,@user Desirable? Give me a woman over 30 anytime over a girl in her 20s anyday. To much to teach them and you can't relate on a higher level. You are beautiful and any man would be lucky to have you.,non-offensive
422,@user @user @user @user @user @user Pedophilia is the worst of all evil,non-offensive
424,@user @user @user who's singular wiped out a number of Lib Dem councils in the North by going into bed with the Conservatives thus losing local election seats.  Now we have him trying to turn over a democratic vote on #Brexit.,non-offensive
