,Text,Label
203,"No your not! You are scroungers/soldiers coming to create a caliphate or create chaos. Go home, look after your girlfriends/wives/kids. All fighting age. The last thing you are, are refugees! Bugger off! Bye, bey, cheers....",hate
205,"Make Canada like Hungary Again:Prime Minster Viktor OrbÃ¡n has vowed to not allow his CHRISTIAN country to be changed by incompatible Jihadi Invaders.   OrbÃ¡n, has warned: “Europe is under invasion, countries that don’t stop immigration will be lost”",hate
207,"Africans having their say about Blacks in Europe, and Europeans in Africa, at the #LandExpropriationHearings, currently underway in #SouthAfrica.  #SendThemBack",hate
208,Dems suggest Kavanaugh should NOT be considered for SCOTUS b/c #Trump is under investigation!NEVER MIND that said investigation is a TRUMPed-up phony witch-hunt begun by Dems in the 1st place#POTUS #MAGA #DrainTheSwamp #VoteRed #NEWS #NoDACA #KAG #GetOutTheVote #BuildTheWall,hate
210,U dont so why tweet it 😂😂 the only bitch u talk to is HELLLO ME TF WHORE 🙄😂,hate
212,Illegal immigrant who killed Kate Steinle likely will be sentenced to time served #PreventableDeath#BuildTheWall #StopTheInvasion #TherIsMoreOfThemOutThere,hate
219,you stupid fucking whore mom,hate
221,@user Fucking cunt bitch has learned nothing from the election,hate
222,"Illegal Alien Awaiting Deportation For Child Rape, Now Caught Producing Child Porn",hate
225,"@user o right settle down 75 m turks could invade Europe no more kebabs ,Cameron ur immigration policy as a nappy for constipated people",hate
226,@user No bitch you a hoe,hate
228,Women in their 30's on vacation will literally fuck anything,hate
229,@user @user #AtlantaHitRockBottoms This FOOL is promoting lawlessness from illegals and wants to turn ATL into a 3rd world city like Chicago and LA. We are better than this brainless idiot! #ImpeachBottoms #BuildThatWall,hate
231,"Watch: Merkel's Germany is starting to look like Syria - immigrants set cars on fire ""just for fun"" - Free Speech Time - @user",hate
232,I'd say electrify the water but that would kill wildlife. #SendThemBack,hate
234,"Disgusting , and bitch you are NO ROCK STAR !! YOU are a no class skank🤡😱🐍🙈🙉🙊👁",hate
237,"@user #NoDACA #TuesdayThoughtsObama Used Dreamer Illegal AliensTo Defraud The American Dream#NoDACAdeal #AmericaFirst Clint Eastwood was mocked forhis 2012 RNC speech, yet the new#ObamaPainting confirms ObamaIS nothing but an empty chair.CLINT",hate
243,@user Not all men youre right Doyoung wouldnt treat me like this !!!!,hate
246,@user Hillary Clinton does give a shit about women that's why she lied again she is now keeping all the Harvey Weinstein money GREEDY BITCH,hate
250,@user @user @user That’s RIGHT you The MAN #FavoritePresident #BuildTheWall #StopTheInvasion #AmericansFirst One Flag One Country ðŸ‡ºðŸ‡¸,hate
251,@user #BuildThatWall end #chainmigration replace #ImmigrationLottery,hate
255,PREYING ON WOMEN IS A BITCH TENDENCY ‼️🗣,hate
259,"@user If immigration will not stopped in Europe, the refugees will destroy the welfare. This means streetfights and dead on European streets.",hate
266,@user @user @user Your a bitch who needed to shut his hole,hate
270,fucking take that stupid bitch FILTHY whore nobody will love you fuck you idgaf if ur pregnant ill kill u go ahead call the cops nobody wi,hate
273,@user War torn? Most so called refugees come from safe countries! Moron!#fuckEU #leaveEU #sendthemback it's the only option to save Europe,hate
277,"It appears the left is out of control in Germany as well, son murder and he is the bad guy, they are crazy for sure @user @user #BuildTheWall #LockThemUp #EndDACA #BoycottNFL #BoycottNike enough already",hate
278,Bitch mad cuz I nutted quick... first of all yo pussy just good so be happy,hate
279,"How about a GoFundMe for a few hundred million dollars, to build a wall along the border side of this farm? #BuildTheWall #BuildThatWall #BuildTheDamnWall",hate
280,"@user @user Lower taxes, raise the TFSA, stop immigration, end White Genocide as government policySome basic truths:  Access to White people is not a human righthttps://t.co/DImPWggSVZ",hate
281,@user  come on woman do your job right #WomenSuck,hate
283,"He is the new enemy (H.Kickl, minister of interior) of the left comunistic-socialist-green groups which make business with refugees. He will do everything to bring refugees out of Austria, this disturb the business.",hate
286,#immigrants #racist #Trump,hate
289,@user Beware USA + Europe from illigal immigration !,hate
291,Stop tweeting about your boyfriend. No one gives a shit. And you're gonna break up in a month anyway #WomenSuck,hate
293,@user The real @user @user bho & holder also killed @user Officer Brian Terry with his #FastandFurious debacle. many others died because of your negligence??#buildthewall#DeportThemAll #NoDACA #NoAmnesty #noworkforEWI,hate
297,You gotta throw glitter after that. Bitch pussy must be SERIOUS.,hate
298,@user @user This old bitch needs to go out to pasture! Dig a hole too racist,hate
302,@user 'Oh said a bitch who lost everything. You whore.',hate
303,Was getting elbowed by a triple chinned cunt with nails like a woman ont train Let a smelly fart out before moving…,hate
305,my neighbour is such a cunt i hope someone murders that stupid bitch. preferably tortures her first as well,hate
307,Angel Families Hold Rally to Combat Illegal Immigration. #DeportThemAll #NoAmnesty #NoDACA,hate
308,Why do women use them being on their period as a excuse to be a cunt? You had it since you were 13 you can’t control yourself?,hate
310,Don't fucking toy with me #WomenSuck,hate
312,Criminals NOT immigrants! Lets call them who they are if they DID NOT come in our AMERICA LEGALLY ! They get NO amnesty for breaking the AMERICAN LAW. @user @user @user @user @user @user @user @user @user,hate
313,@user LMAOO you pussy. What those emojis mean?!,hate
314,@user @user Agree with your idea to use the Army to build the wall! Do it! #BuildThatWall #BuildTheWall,hate
315,Over 62 million people voted for @user b/c of policies clearly stated at dozens of rallies. #BuildThatWall #TaxCutReformBill #EliminateRegulations #ConstitutionalistsOnSCOTUS #AmericaFirstTradePolicy #EndGovermentWaste #ReformTheVA #DestroyISIS Keeping Promices #MAGA,hate
321,@user WHAT some of these BITch Part starlets promote to young is worse than rape it is rape of young minds. What goes around comes around!,hate
327,@user Biggest menace affecting growth of India is its population.Must take steps to curb population&amp;illegal immigrants,hate
328,"At this time, w-organized crime/returning jihadists, it’s a matter of national security.  #Italy #Salvini must ignore international social engineers/cultural Marxists.#V4 Italy Kurz others must challenge empty threats from UN-EU migration pimps. What can they really do about it?",hate
330,@user I am serious and sure that I want to put my penis in the hole of your ass,hate
331,@user @user @user THAT BITCH MUST HAVE A STRONG BACK. SHE CANT STOP DIGGING THE HOLE SHES IN. JESUS HILLA M…,hate
334,Oh btw just to offend the femalesss CUNT CUNT CUNT WHORE CUNT WHORE SLUT BITCHSLUT FEMINISTSHIT,hate
335,@user @user @user @user @user @user You're not welcome Illegal immigrant. You belong to the low class monkeys who's only good at dying everyday and begging the world to help them. Such a poor godless nation. No wond,hate
341,"@user Babe, I wanna thank you for having such insane anal scenes. Your scene from Slut Auditions #3 is my all-time fav !",hate
343,"Sweden is almost like the perfect experiment on multiculturalism. Wanna let in massive amounts of people from Muslim majority and third world countries? Okay, get ready to become one yourself! P.S. We told yah so! #Immigration #sweden #stopimmigration",hate
344,"@user Delhi have understood ur gameplan. U only focussing on ur Votebank. No action against encroachments,filth in over crowded Muslim areas. Lot of muslim migration to Delhi",hate
345,There are good men out there women stop accepting ass holes that appear to be right.It is a excuse to turn lesbian cuz of a no good man.,hate
348,@user Let's get #ProudDeplorable Trending Now!Please #RETWEET this #SundayMorning Visit to help #BuildThatWall,hate
350,#BuildTheWallNow Before the Midterm elections @user @user @user @user #MAGA #MakeDCListen #NoAmnesty #NoDACAdeal #MandateEverify #EndChainMigration,hate
351,Last I checked men HAVE THE PENIS and women DON'T. I Won't say it again but THE DICK IS ALL THAT MATTERS #MensRights!,hate
352,#MaleDominance let's get it trending!,hate
354,@user @user You shut your whore mouth,hate
356,"@user I would enjoy standing back to watch you suck cocks and swallow huge loads of cum, while you're helpless. As you suck each cock I'll finger your pussy until you cum, while you choke on cocks and cum! When I do take you home, you'll be exhauste",hate
359,"@user Cameron have some back bone 75 million Turks waiting to come to Europe no thanks , l million migrants go awol we r scared r u",hate
360,"If she's over 18 and owns anything Hello Kitty.... Get that bitch in bed, she knows things that you didn't even know existed",hate
361,@user its Time to Enforce the Public Charge #Immigration laws!  U.S Taxpayers should not be forced to take care of #Immigrants and Refugees collecting Welfare while our #Veterans are Homeless #Trump #MAGA #SendThemBack #RedNationRising,hate
365,Lots of Proud Veterans would lend a hand as well! #BuildThatWall,hate
367,"Rep. agrees w-Sebastian Kurz regarding Turkey. Visa-free status or EU membership would be an absolute disaster.Erdogan a global tyrant who flooded Europe w-aggressive male migrants, helped destabilize Syria and supported Islamic extremists.#Visegrad",hate
372,"tired of #dems trying to speak 4 all ppl of color. Im #hispanic and they dont speak 4 me. I support #trump and support deporting all #illegals. #buildthatwall. #immigration needs to be done legally, no excuses. also, abolish the #h1bvisa program. foreigns r taking #americans jobs",hate
373,"@user @user America's public assistance, Medicare Medicaid, SS, et al are strained and Americans ""benefits"" are being cut not even able to maintain status quo. No immigrants should be granted entry that need assistance!#NODACA#NOREFUGE",hate
374,"MS-13 spreads to 22 states, fed by 300,000 illegals, DACA recipients, tied to 207 murders@GOPLeader @user #NoAmnesty#DeportThemAll#BuildTheWallAmnesty creates more Illegal Migration, always has, always will.",hate
375,@user I know fucker bitch i rode with you one time remember cunt whore? Never again will i fuck around with the fuck around 😂😂,hate
376,Omg let's all get wet over every muscular Olympian! #WomenSuck,hate
378,"#MS13 Gang Members, Criminals Embedding in Record Number of #IllegalAlien Family Units Pouring Over Rio Grande Valley #Border in Texas #MAGA #BuildTheWall #NoDACA #NoAmnesty #Election2018",hate
379,"In Trump’s America, immigrants are modern-day ‘˜savage Indians’",hate
380,@user They need to be deported shouldn't even go to court immigration should step in,hate
381,It will be such a shame to see @user qualifying for any tournament (including WC) with the help of immigrants. I can't even imagine 11 Africans/Whites representing India and me cheering them on. Both @user brother plays for Guinea national team. Plain crazy!,hate
390,Illegal Alien kills 2 Search Dogs during pursuit #BuildTheWall #EndSanctuaryCities #EndChainMigration #AmericansFirst @user @user @user @user,hate
391,"@user @user Tom, I am not arguing w results, I am disgusted that America business men/women chose to hire illegals in the first place. I believe this all started w a broken seasonal immigrant hiring system, loss of prevailing wage ru",hate
393,Black Bitch Gets Cock Shoved In Her Waiting Cunt,hate
396,"Things we heard on primetime last night: “The growth rate of Muslims in Assam from 1971 to 1991 is 77 per cent, that is not an indigenous population. A large part of that 77 per cent are Bangladeshis….Bangladeshi go home."" #NRCAssam",hate
400,Ewk man this bitch be with mad whores,hate
402,Every time I hear a women slut-shame another women for what their wearing I can’t help but think “Bitch you wack as fuck.”,hate
403,Anhyone else hate the way women smell? I think it's because they're BITCHES!!!!!! Fuck you bitch!!!?!,hate
406,@user ice has more talent in his ejeculated sperm than you do in ur whole body please shut the fuck up and go suck idubbz dick u cunt,hate
413,@user His mama is a whore! Smh the BLATANT DISRESPECT for women of color who hold political seats is appalling,hate
414,"@user @user No compassion for Canadians though eh Justin?:Gang violence caused by non-White immigration, transit congestion caused by overpopulation and immigrant invasion. asylum seekers means Canadians lose their nation.It's time to let 'di",hate
415,I woke up to the most hysterical message. “Wtf is @user in jail?” 😂😂😂 Nooo! You dumb bitch she’s in boot camp.,hate
419,"Your nose ring looks like a fucking booger. It's not cute, it's trashy #WomenSuck",hate
420,break up with your girlfriends before you leave for college. Theyre just gonna tie you down and we all know they're gonna cheat #WomenSuck,hate
423,@user YOU FVCKING CUNT BITCH!!! APOLOGIZE! @user @user @user,hate
425,Oh please stfu. No one cares Susan you told everyone Hillary was worse than trump you no longer get to tell us anything,hate
427,rape is bad but alota hoes be lying bout that shit women are crazy dawg & will fuck ya life up be careful..,hate
430,I'm an immigrant — and Trump is right on immigration. via @user #BuildTheWall #DeportIllegalAliens,hate
431,@user WHITE CRACKER BITCH YOUR MOMS A SLUT BITCH,hate
434,@user Please use the Armed Force's to build the wall sir!!!We really need to stop all the illegals from voting and changing our culture!!!#BuildThatWall,hate
438,"Too bad some of you bitches can't draw on a better personality, the way you draw on your fuckin eyebrows",hate
439,"RT @user ""You too skinny, imma hurt you"" Girl  if you don't shut the fuck up and ride this dick. Imma be aight. I got Obamacare.""",hate
440,"The new hunter of the puppets of the EU establishment and the refugees (500.000 stay in Italia) is named SALVINI. Europe is running straight into the collaps, we will see. And only because Merkel likes to support 1,5 mio. refugees in Germany.",hate
441,Naw depends if he rape fam that's a dub if its a random bitch he a whole dicchead but i stand by em right or wrong,hate
443,@user In fact both Centre/States need to hound out all illegal immigrants &amp;deport them immediately to their Country.,hate
448,@user A big fat zero #bookerfordogcatcher2020 #KeepAmericaGreat #Trump2020 #BuildThatWall,hate
449,This needs to go viral! Please RT! #BuildThatWall,hate
450,Stop allowing Illegals to Dump their kids at the border like Road Kill Make them take they kids with them and not burden U.S Taxpayers for Medicaid Education and Food Stamps which is what their kids get  Trump #MGA #RedNationRising @user  #Immigration,hate
451,You mean before she sucked dick for fame?,hate
455,The Home Office has put on hold plans to re patriate 240 Glasgow failed asylum seekers with a week to go its always bad news for Brits where migrants are concerned and a Pakistani Home Office Minister Sanjiv Javid it will never get better 😥,hate
456,"Lazy Sunday in Denmark ...Police officers attacked by migrant family,including mom in a head-scarf.Person recording considers the situation very funny as he laughs at the end.A police officer in the hospital w/a head wound. #DiversityIsOurStrengthhttps://t.co/4w471UFY6F",hate
457,"Today my daughter got her period. I guess It's time to throw her away and get a new one, right? LOL Fuck her, stupid bitch kid. I hate my !!",hate
458,Easy solution no benefits after child 2 and wife 1 and no votes for 1st and 2nd generation immigrants simple solution.   No combined benefits and no guarantees of jobs or homes unless they apply before arrival NO MORE SOFT TOUCHES ps Gulf States and Saudi intake of 'refugees' = 0,hate
460,And on and it goes. #BUILDTHATWALL,hate
461,@user sup bitch yo be fuxking care ful i find out ur touching my man. ima find you. be scared whore be fuxking scared.,hate
466,@user @user You nasty ugly whore!!! No one cares what you think and #THEBIGDUMP only sucks black dick now so stop trying to suck #donthecon dick. 🖕🖕🖕🖕💩💩,hate
470,Victory for Trump ! But only 6 islamic countries now are stopped for immigration into USA ! There are 34 islamic countries more. To beware the USA from terrorists these also has to get banned.,hate
475,followed all not previously followed. #Trumptrain #MAGA #KAG #WalkAway #Nodaca #iwantthewall,hate
476,@user ahshshsjs IM GONNA KILL A BITCH!!!! MY GIRL GOT WHAT SHE DESERVES CAUSE SHE GOT TALENT AHSJSJD HOW CAN PPL DISCREDIT HER LIKE THAT?!???!!,hate
477,LMFAO lil biddy whores prison rape bitch im whose bitch,hate
478,Stop sayin you have resting bitch face... Bitch you just ugly AF,hate
480,"@user @user @user @user @user @user @user @user @user @user Bc, if you care so much for these immigrants, you can take them to your state.",hate
483,"@user @user Do it now, build the wall before any more innocent Americans are slaughtered! #BuildThatWall #BuildTheWall #BuildTheDamnWall",hate
485,"How many thousands of taxpayer dollars did Rockelle Garza fleece to defend free abortions for illegal aliens? Oh the poor illegal alien might get spanked by her parents, gimmie a break. #BuildThatWall #FridayFeeIings",hate
487,@user did you fight for women? Ever???? Did you fight against the AESO in our recession? Did you acknowledge sustainability in the context of our energy industry? Ever??? Shut your stupid fucking cunt mouth.,hate
492,"Fellas, if you have a good girl in your life cherish her and love her, because most of these girls/women rather play the Hoe💯",hate
493,If Saudi Arabia doesn't back off @user will send in Canada's 2 Sea Kings and refuse to give all their illegal immigrants to Canada anymore hugs! #cdnpoli #canpoli #onpoli #abpoli #ableg #cpc #pcpo #ucp #lpc #SaudiArabia,hate
494,@user That's rich coming from the hysterical woman who didn't get the right seat on an airplane.,hate
499,#WakeUpAmerica~> #WalkAwayFromDemocrats @user @user @user are more worried about bringing in future voters than protecting America from Criminals @user is doing what its supposed to! #SecureOurBorder #KeepCriminalsOUT #BuildThatWall #MAGA #StandWithTrump @user,hate
500,"@user @user Illegal Aliens should all be deported along with their entire family NOT, I repeat NOT given free anything .. #NoHealthCare #NoHousing #NoFinancialSupport #NoDACA #NoAmnesty #SendThemBack #StopTheInvasion #BuildTheWallNow from the Pa",hate
503,@user @user @user Stop the invasion of 3rd world immigrants. Support Europeans to have more children. Preserve our culture and history. Stop Islam! #stop_islamization #StopInvasion ##complicediSalvini #REFUGEESNOTWELCOME,hate
506,@user @user @user You're a stupid cunt! Hope 45 cause your death!,hate
510,congrats slut he's yours you win :),hate
514,Oh ffs NO MORE MIGRANTS GO HOME,hate
517,"Say it loud, say it clear, illegal #immigrants are not welcome here",hate
518,"Absurdity! The Swedes overwhelmingly voted for Democracy, Freedom, Human Rights, and the Nectar of Rapefugee welfare! I'm so moved I'm willing to fund 10 of the local Roachingfugees to fuck off there & never return. I hope the Swedish Gormint funds me in this grand undertaking.",hate
